,Additions_to_Regular_Salary,Additions_to_Salary__Projected_Expenses,After_School_and_Student_Activities,Ancillary_Support_Services_All_Funds,Assistant_Principals,Attendance__Outreach_Services,Building_Maintenance,Building_Services_All_Funds,Central_Administration_All_Funds,Central_Instructional_Support_All_Funds,Central_Leadership,Classroom_Instruction_All_Funds,Computer_System_Support_School_Level,Contracted_Instructional_Services,Counseling_Services,Custodial_Services,Debt_Service,Direct_Services_to_Schools,District,Drug_Prevention_Programs,Education_Paraprofessionals,Energy,Field_Support_All_Funds,Field_Support_Costs,Food_Services,Instructional_Offices,Instructional_Supplies_and_Equipment,Instructional_Support_Srcs_All_Funds,Instructional_Support_and_Administration_All_Funds,LeadershipSupervisionSupport_All_Funds,Leases,Librarians_and_Library_Books,Operational_Offices,Other_Classroom_Staff,Other_Field_Support_Costs_All_Funds,Other_SystemWide_Obligations_All_Funds,Parent_Involvement_Activities,Principals,Professional_Development,Projected_Expenses,Referral_and_Evaluation_Services_All_Funds,Related_Services,Retiree_Health_and_Welfare,Sabbaticals_Leaves_Termination_Pay,School,School_Safety,Secretaries_School_Aides__Other_Support_Staff,Special_Commissioner_for_Investigation,Summer_and_Evening_School,Supervisors,Supplies_Materials_Equipment_Telephones,SystemWide_Costs,SystemWide_Obligations,Teachers,Text_Books,Title_1,Total,Transportation
K375,0,103,128,2056,585,89,202,1201,386,86,34,9123,65,531,491,660,671,17912,17,0,561,340,103,380,851,87,127,3634,324,1794,,16,265,1,56,1145,144,363,837,0,663,2119,466,56,K375,307,502,8,35,209,135,472,1145,6959,56,Yes,19908,833
K382,0,103,708,802,598,26,305,1582,381,73,34,6383,65,72,731,996,671,13080,17,0,8,276,103,294,282,84,400,2489,275,1722,6,66,263,1,20,1145,126,425,204,0,16,880,466,20,K382,307,585,8,72,5,109,454,1145,5342,220,Yes,14973,148
K394,0,93,66,1431,583,301,360,1366,386,80,34,9431,65,67,248,756,671,15607,17,0,461,251,93,317,698,87,52,1853,300,1432,,208,266,1,17,1145,112,371,281,0,13,1114,466,16,K394,319,411,8,139,4,64,466,1145,8159,64,Yes,17534,349
K397,0,98,178,1350,387,151,188,968,387,86,34,9469,65,131,408,422,671,15520,17,0,3,358,98,292,684,88,78,2109,251,1525,,369,266,1,40,1145,15,570,616,0,10,1346,466,40,K397,307,406,8,44,5,157,473,1145,8174,54,Yes,17430,294
K398,0,139,147,2519,902,460,343,1996,388,91,34,10915,65,109,372,1182,671,22254,17,0,1047,472,139,367,742,89,201,4745,259,1939,,10,266,1,109,1145,298,576,155,0,990,2478,466,109,K398,404,382,8,9,9,70,479,1145,9269,115,Yes,24246,1308
K399,0,92,329,1218,344,114,336,1127,385,83,34,7430,65,141,313,506,671,12813,17,0,262,284,92,284,618,86,183,1318,270,1629,,248,265,1,15,1145,136,432,180,0,7,418,466,15,K399,307,773,8,20,3,78,468,1145,6339,56,Yes,14710,227
K408,0,106,549,698,657,186,305,1582,384,79,34,7778,65,62,770,995,671,14570,17,0,6,276,106,643,210,87,196,2161,278,2247,6,63,264,1,365,1145,245,713,295,0,22,388,466,365,K408,307,640,8,30,7,230,463,1145,7034,92,Yes,16821,115
K484,0,101,142,2146,14,26,378,1890,388,85,34,10496,65,71,623,994,671,19481,17,0,2,519,101,292,569,88,35,2828,277,2019,,10,266,1,15,1145,13,1279,1088,0,28,1997,466,15,K484,307,456,8,59,9,261,473,1145,9143,87,Yes,21391,1205
K489,0,97,163,886,1765,883,528,9984,391,85,34,12028,65,1500,1136,1420,671,30911,17,0,0,1146,97,303,400,91,149,2939,288,4978,6889,19,267,1,15,1145,402,1175,191,0,17,337,466,15,K489,307,1960,8,433,5,73,477,1145,9680,54,Yes,32836,113
K524,0,89,361,1159,422,534,404,1045,386,83,34,9891,65,586,834,286,671,16783,17,0,8,349,89,404,578,87,157,2985,388,1615,6,82,266,1,16,1145,375,536,370,0,1,880,466,16,K524,307,534,8,211,1,123,469,1145,8382,96,Yes,18802,208
K528,0,101,655,731,461,636,403,1044,386,81,34,6179,65,151,722,286,671,12546,17,0,6,349,101,590,247,88,585,2696,244,1795,6,89,264,1,346,1145,236,618,378,0,20,427,466,346,K528,307,418,8,145,6,292,466,1145,4739,86,Yes,14747,111
K531,0,102,376,1164,436,308,337,1243,386,80,34,8389,65,513,1207,615,671,16234,17,0,3,286,102,264,354,88,113,3450,249,1886,6,329,264,1,15,1145,192,619,165,0,141,1227,466,15,K531,436,693,8,174,7,131,466,1145,7020,70,Yes,18108,309
K533,0,98,255,856,458,294,337,1243,386,80,34,8998,65,553,915,615,671,15349,17,0,118,286,98,412,237,88,117,2259,390,1896,6,16,265,1,22,1145,211,522,201,1,22,561,466,22,K533,307,555,8,141,242,119,467,1145,7791,60,Yes,17373,246
K537,0,132,1112,680,984,643,305,1582,384,79,34,7715,65,514,670,995,671,17085,17,0,50,276,132,285,162,87,229,4334,256,2641,6,67,264,1,29,1145,65,591,525,5,712,1132,466,24,K537,307,850,8,120,20,197,462,1145,6054,157,Yes,18977,145
K539,0,153,922,625,522,509,305,1582,384,80,34,7573,65,65,532,995,671,14850,17,0,4,276,153,700,147,87,202,3065,261,1852,6,67,263,286,439,1145,213,521,317,4,27,861,466,443,K539,307,625,8,57,37,147,465,1145,6471,102,Yes,17159,105
K543,0,99,248,777,663,130,305,1582,381,70,34,7025,65,54,263,996,671,12362,17,165,8,276,99,273,293,84,82,1118,257,1761,6,67,263,1,16,1145,135,438,222,0,3,175,466,16,K543,307,564,8,61,2,94,451,1145,6475,55,Yes,14230,111
K544,0,105,179,636,813,433,337,1243,388,84,34,10033,65,570,663,615,671,17094,17,200,2,286,105,393,123,89,61,2922,258,2155,6,17,265,1,135,1145,141,558,538,7,1049,257,466,128,K544,307,684,8,138,8,92,472,1145,8610,97,Yes,19104,141
K546,0,97,152,769,850,399,337,1243,382,72,34,6440,65,59,553,615,671,12200,17,0,1,286,97,264,196,85,69,1763,237,1887,6,16,264,243,27,1145,201,556,148,0,6,452,466,27,K546,307,411,8,22,3,68,455,1145,5781,100,Yes,14063,201
K547,0,102,280,844,524,391,404,1044,386,80,34,8329,65,519,425,286,671,14608,17,0,10,349,102,269,254,88,232,2337,251,1953,6,76,264,226,17,1145,217,517,331,0,286,738,466,17,K547,307,789,8,74,6,117,466,1145,6734,127,Yes,16487,217
K548,0,111,379,767,1227,28,403,1044,383,75,34,7426,65,94,333,286,671,13753,17,0,4,349,111,272,215,85,206,1518,249,2887,6,80,263,1,23,1145,220,539,610,0,17,540,466,23,K548,307,995,8,48,7,118,457,1145,6322,61,Yes,15626,180
K568,0,98,659,598,1544,889,496,9506,382,74,34,8311,65,578,1031,1628,671,26128,17,377,2,719,98,321,149,85,32,3370,300,4246,6663,564,264,1,20,1145,322,993,1326,0,14,78,466,20,K568,307,928,8,19,4,776,456,1145,5705,84,Yes,28049,76
K587,0,110,85,1983,518,292,503,1527,392,91,34,10408,65,521,787,771,671,20742,17,248,6,252,110,374,675,91,63,4573,245,2142,,402,267,1,130,1145,210,652,563,0,836,2115,466,129,K587,307,519,8,152,388,65,483,1145,8621,79,Yes,22744,936
K590,0,97,179,687,1060,57,686,1592,379,67,34,5911,65,66,530,572,671,10954,17,0,0,328,97,282,178,82,49,1065,253,1602,6,132,263,1,28,1145,85,221,138,0,0,214,466,28,K590,307,254,8,93,1,66,445,1145,5351,81,Yes,12826,137
K600,0,101,223,1080,1070,311,337,726,386,81,34,8013,65,61,489,138,671,14260,17,52,7,246,101,261,257,88,140,2361,199,1979,6,96,264,77,62,1145,42,159,186,0,141,1102,466,61,K600,307,668,8,115,6,76,467,1145,7241,90,Yes,16132,451
K625,0,117,440,1009,1712,25,484,2141,400,103,34,9719,65,543,920,1137,671,20925,17,258,3,515,117,428,453,98,396,4304,402,3634,6,18,267,1,26,1145,464,745,712,1,768,1430,466,25,K625,307,580,8,448,382,215,503,1145,7527,70,Yes,23001,184
K751,0,107,235,1121,14,297,484,2141,391,86,34,11000,65,79,929,1137,671,19373,17,0,2,515,107,274,564,91,408,2013,254,2991,6,14,267,1,20,1145,66,1655,329,4,21,464,466,15,K751,307,1191,8,78,6,124,476,1145,9878,212,Yes,21268,185
K770,0,115,1018,2676,14,1032,343,1996,386,86,34,11779,65,256,220,1182,671,24849,17,0,2,472,115,381,904,87,206,4665,364,3617,,16,266,1,16,1145,18,1545,853,1,18,2359,466,15,K770,307,1904,8,3,6,149,472,1145,10247,196,Yes,26846,1400
K066,0,101,176,1841,253,246,174,1210,381,74,34,7918,65,43,371,641,671,13718,18,130,218,394,101,249,756,83,103,1718,214,930,,16,264,1,35,1145,120,272,309,0,20,656,466,35,K066,382,290,8,77,49,66,455,1145,7096,55,Yes,15567,638
K068,0,107,194,1248,562,289,426,1452,385,82,34,8609,65,501,441,761,671,15873,18,94,74,265,107,344,593,87,159,2798,245,1658,,142,265,1,98,1145,107,234,309,0,242,1429,466,98,K068,307,340,8,137,436,86,467,1145,7158,129,Yes,17828,283
K114,0,111,196,1865,356,82,441,1226,384,83,34,8598,65,49,137,591,671,15457,18,19,402,194,111,593,682,86,57,2564,256,1094,,17,265,1,338,1145,219,296,491,0,441,1469,466,337,K114,307,323,8,70,5,114,467,1145,7328,184,Yes,17661,811
K115,0,96,62,1598,263,81,291,1061,383,80,34,8164,65,505,114,508,671,13441,18,0,224,262,96,269,663,85,70,1587,243,935,,16,265,1,26,1145,86,161,451,0,269,975,466,26,K115,307,394,8,28,30,86,463,1145,6811,57,Yes,15316,563
K135,0,91,98,2309,465,271,323,2044,385,82,34,8006,65,46,353,736,671,16091,18,0,384,324,91,295,649,86,64,2347,273,1293,660,352,265,1,22,1145,102,257,721,0,369,1154,466,22,K135,307,483,8,41,5,83,467,1145,6278,119,Yes,17997,1288
K208,0,92,162,1347,624,92,241,1341,384,82,34,7924,65,61,494,840,671,14867,18,0,220,261,92,276,608,85,62,2582,259,1580,,237,265,1,17,1145,153,398,703,0,258,1423,466,17,K208,307,479,8,45,4,75,465,1145,6539,56,Yes,16752,367
K211,0,121,410,1777,537,171,521,1731,385,81,34,9165,65,501,309,891,671,18931,18,109,147,319,121,344,589,87,126,5038,244,1100,,168,265,1,99,1145,200,274,624,0,480,3358,466,99,K211,307,168,8,48,9,112,467,1145,7501,49,Yes,20886,815
K219,0,99,132,1743,738,182,241,1778,387,88,34,8875,65,108,630,286,671,17501,18,0,438,399,99,439,768,88,139,3049,308,1957,851,17,265,1,132,1145,134,324,128,0,534,1438,466,132,K219,381,605,8,20,202,88,474,1145,7961,63,Yes,19559,530
K233,0,95,58,1592,280,130,307,1365,385,84,34,8511,65,95,217,792,671,15484,18,0,364,266,95,393,669,86,91,2562,317,1359,,232,265,1,76,1145,142,317,578,0,522,1492,466,76,K233,307,626,8,28,27,109,469,1145,7069,54,Yes,17490,550
K235,0,89,68,1239,537,42,436,1861,380,71,34,7618,65,41,212,858,671,13426,18,77,128,228,89,257,607,83,191,1377,237,1243,339,16,264,1,20,1145,122,176,633,0,202,653,466,20,K235,307,447,8,36,2,80,451,1145,6517,55,Yes,15278,259
K244,0,147,74,2682,434,323,241,1627,386,87,34,8889,65,68,568,1048,671,23215,18,0,446,337,147,293,647,87,126,8355,275,1515,,175,265,1,19,1145,93,266,565,0,482,6815,466,19,K244,307,459,8,114,286,70,473,1145,7336,58,Yes,25126,1663
K268,0,97,120,1793,323,26,550,1657,386,85,34,9216,65,64,509,869,671,16898,18,0,208,238,97,320,869,87,57,2697,301,1438,,288,266,1,19,1145,148,408,736,0,358,1537,466,19,K268,307,573,8,117,5,129,471,1145,7683,63,Yes,18834,551
K272,0,111,366,1948,568,343,191,524,388,90,34,10724,65,513,455,51,671,18439,18,0,643,282,111,344,836,89,42,3799,289,1334,,212,266,1,55,1145,114,311,340,0,306,2214,466,55,K272,307,371,8,42,8,75,479,1145,8850,82,Yes,20407,740
K276,0,114,97,1784,223,94,167,484,384,84,34,10498,65,516,177,47,671,17224,18,0,266,270,114,300,758,86,86,3175,282,1168,,16,265,1,18,1145,102,264,533,0,365,2339,466,18,K276,307,429,8,20,163,89,468,1145,8967,94,Yes,19137,654
K279,0,124,181,1872,288,118,457,1778,385,85,34,9894,65,513,200,954,671,18801,18,0,595,367,124,316,650,87,144,3829,249,1304,,17,265,1,66,1145,139,333,418,0,374,2817,466,66,K279,307,588,8,48,7,88,470,1145,8088,71,Yes,20732,850
K285,0,97,147,1207,549,244,447,1456,382,76,34,8149,65,50,300,693,671,13749,18,58,195,317,97,407,434,84,74,1761,370,1078,,16,264,1,37,1145,105,229,254,0,220,688,466,37,K285,307,221,8,78,6,72,458,1145,7424,57,Yes,15759,401
K366,0,117,399,1846,14,23,158,658,389,86,34,10715,65,87,540,49,671,18494,18,0,120,451,117,297,680,89,150,3413,280,1745,,331,266,1,17,1145,329,825,529,0,33,2090,466,17,K366,307,697,8,77,9,200,475,1145,9377,43,Yes,20410,794
K563,0,199,649,1191,495,280,396,1962,387,82,34,10103,75,85,649,1255,671,18629,18,0,2,306,199,377,602,88,192,3530,237,1644,6,24,265,1,140,1145,196,596,322,0,962,795,466,140,K563,307,433,8,188,7,113,468,1145,9195,94,Yes,20619,207
K566,0,116,425,776,425,111,339,1118,385,80,34,8331,65,50,1132,271,671,15128,18,0,4,503,116,389,243,87,215,2939,341,1847,6,36,264,1,48,1145,224,610,887,0,225,823,466,48,K566,307,463,8,57,9,339,464,1145,6929,152,Yes,17126,161
K567,0,161,560,907,376,578,339,1119,384,78,34,7784,65,255,626,271,671,14874,18,0,8,503,161,405,254,87,361,3339,377,1564,6,11,264,1,27,1145,181,606,247,0,195,1200,466,27,K567,307,440,8,126,9,133,462,1145,6655,121,Yes,16886,281
K569,0,117,435,907,14,40,396,1961,386,82,34,9850,65,61,485,1254,671,16687,18,0,3,306,117,384,311,88,191,1812,363,2040,6,16,265,1,21,1145,255,767,672,0,35,560,466,21,K569,307,747,8,85,396,116,468,1145,8780,42,Yes,18683,223
K576,0,146,329,891,1059,483,339,1118,386,80,34,9034,65,106,403,271,671,16207,18,0,2,503,146,350,266,87,232,2350,335,2668,6,10,265,1,15,1145,248,705,836,0,226,661,466,15,K576,307,374,8,62,298,231,466,1145,7731,54,Yes,18167,252
K578,0,233,222,701,748,241,339,1118,384,75,34,9742,65,761,375,271,671,17389,18,0,1,503,233,262,188,86,135,1403,247,4192,6,10,264,1,15,1145,28,975,507,0,309,228,466,15,K578,307,1871,8,344,481,117,459,1145,7901,84,Yes,19254,140
K581,0,121,82,1502,1105,179,372,1314,383,79,34,9630,65,547,699,723,671,17461,18,0,250,219,121,379,474,85,258,2652,362,2242,,15,264,1,17,1145,242,731,1276,0,35,1415,466,17,K581,307,314,8,116,8,83,462,1145,7007,160,Yes,19446,655
K588,0,111,142,1350,483,275,285,654,386,83,34,9148,65,501,335,89,671,15497,18,185,169,281,111,444,520,87,101,2096,313,2138,,16,265,1,131,1145,244,542,251,0,114,800,466,131,K588,307,737,8,75,300,75,469,1145,7960,74,Yes,17555,458
K589,0,103,161,599,551,149,436,1386,381,74,34,8045,65,51,439,725,671,13409,18,0,2,220,103,351,86,84,607,1229,336,2045,6,10,263,1,15,1145,222,756,232,0,103,156,466,15,K589,307,613,8,73,8,116,455,1145,6984,86,Yes,15359,140
K598,0,108,315,1360,455,26,372,1314,383,79,34,8676,65,198,383,723,671,15320,18,1,360,219,108,256,616,85,724,2359,241,1503,,16,264,1,15,1145,196,593,556,0,493,946,466,15,K598,307,294,8,109,8,154,462,1145,6643,69,Yes,17182,371
K617,0,104,349,803,608,342,573,2099,385,79,34,9568,65,57,459,1138,671,16712,18,0,4,382,104,514,323,87,381,1961,260,2178,6,15,264,1,253,1145,271,715,302,0,34,505,466,253,K617,307,742,8,101,8,104,464,1145,8575,133,Yes,18834,107
K629,0,103,576,707,1181,21,396,1961,386,81,34,8501,65,59,554,1254,671,15863,18,0,23,306,103,320,194,88,73,2280,304,2310,6,15,265,1,16,1145,234,761,242,0,34,861,466,15,K629,307,283,8,88,8,77,467,1145,7917,83,Yes,17794,140
K633,0,99,290,977,738,116,573,2099,385,77,34,6461,65,87,295,1138,671,14115,18,183,2,382,99,486,390,87,293,2302,368,2177,6,14,264,1,118,1145,124,501,429,0,798,495,466,118,K633,307,847,8,28,5,87,462,1145,5522,85,Yes,16207,214
K635,0,92,909,586,883,596,412,1469,379,68,34,7660,65,796,576,836,671,15839,18,0,0,216,92,258,89,82,46,2199,243,3833,6,15,263,1,15,1145,33,1090,581,0,19,65,466,15,K635,307,1570,8,20,4,286,446,1145,6117,81,Yes,17688,124
K637,0,107,297,795,537,28,339,1118,381,74,34,7376,65,138,525,271,671,12745,18,0,64,503,107,357,240,84,389,1638,339,1711,6,10,263,1,19,1145,243,658,195,0,267,279,466,19,K637,307,209,8,211,9,298,455,1145,6297,70,Yes,14702,183
K642,0,103,356,939,584,198,573,2099,387,81,34,8886,65,72,723,1138,671,15621,18,0,4,382,103,403,273,88,215,1680,330,1915,6,15,265,1,73,1145,239,727,601,2,25,139,466,71,K642,307,472,8,62,6,125,469,1145,7790,127,Yes,17637,293
K673,0,100,760,736,14,21,159,668,374,61,34,9928,65,953,438,51,671,15034,18,0,0,452,100,276,228,79,200,1428,261,2174,6,137,262,1,15,1145,19,1086,504,0,123,67,466,15,K673,307,938,8,56,4,133,435,1145,8024,54,No,16889,136
K007,0,104,135,1835,429,165,431,1419,385,84,34,8338,65,55,191,669,671,14996,19,0,349,319,104,314,846,86,151,2038,284,1263,,139,265,5,30,1145,87,252,488,0,370,1090,466,30,K007,307,500,8,98,5,77,469,1145,6913,138,Yes,16924,616
K013,0,75,200,1765,744,293,465,1471,385,83,34,10497,65,697,351,715,671,18547,19,0,534,292,75,293,735,86,170,2421,229,2318,,17,265,5,64,1145,267,380,1066,0,435,873,466,64,K013,307,1048,8,109,4,143,469,1145,7824,73,Yes,20454,657
K065,0,112,597,1473,395,235,156,709,385,85,34,7968,65,150,39,47,671,13474,19,0,83,506,112,322,854,86,838,1795,282,1417,,67,265,5,40,1145,147,302,691,0,102,675,466,40,K065,307,445,8,22,121,155,470,1145,5727,385,Yes,15410,247
K089,0,103,125,2639,466,227,156,623,385,82,34,11062,65,578,317,47,671,17420,19,0,578,419,103,305,1105,86,246,1461,284,1532,,285,265,5,22,1145,168,567,803,0,48,576,466,21,K089,307,411,8,5,8,81,467,1145,8479,83,Yes,19337,1162
K108,0,100,165,1716,435,92,264,897,387,86,34,9292,65,501,185,515,671,15338,19,0,374,118,100,299,730,87,149,1671,281,1663,,18,266,5,18,1145,95,250,406,0,402,731,466,18,K108,307,599,8,8,275,104,473,1145,7690,142,Yes,17255,613
K149,0,96,131,1851,375,130,301,1301,387,87,34,10047,65,641,220,738,671,15859,19,0,477,262,96,315,725,88,93,1384,291,1180,,178,266,5,24,1145,186,298,522,0,114,603,466,24,K149,307,427,8,34,5,75,474,1145,8032,65,Yes,17793,753
K158,0,105,122,2467,664,29,252,1194,389,91,34,10262,65,55,264,708,671,17661,19,0,447,234,105,397,740,89,131,1877,246,1757,,233,266,5,151,1145,164,360,715,0,239,1059,466,151,K158,307,628,8,57,8,96,480,1145,8552,67,Yes,19683,1355
K159,0,91,73,1407,455,74,382,1208,385,84,34,9488,65,508,66,568,671,15313,19,0,128,257,91,295,599,86,74,1688,280,1431,,161,266,5,15,1145,118,256,664,0,448,909,466,15,K159,350,492,8,40,143,84,469,1145,7851,57,Yes,17221,393
K166,0,114,226,2291,904,791,256,1186,390,91,34,11811,65,1365,438,701,671,22172,19,224,437,229,114,379,609,90,473,4259,244,2511,,265,266,5,135,1145,199,490,1566,3,824,1557,466,132,K166,307,778,8,197,248,92,480,1145,7444,58,Yes,24176,1309
K171,0,95,297,1453,651,59,362,1216,386,83,34,7937,65,505,505,699,671,14639,19,0,151,154,95,418,603,87,65,1914,233,2024,,155,265,5,185,1145,106,287,292,0,390,557,466,185,K171,307,482,8,103,406,199,469,1145,6442,219,Yes,16670,477
K174,0,100,165,2005,767,27,331,1463,386,82,34,10024,65,61,937,928,671,19080,19,0,677,205,100,365,785,87,77,3507,279,1980,,274,265,5,86,1145,137,486,1165,0,419,1821,466,86,K174,307,611,8,107,9,107,468,1145,7577,80,Yes,21057,847
K190,0,96,327,2493,772,27,317,1826,390,90,34,12639,65,170,455,1079,671,23060,19,0,484,430,96,302,704,89,179,3296,237,2710,,18,267,5,65,1145,508,895,1852,0,414,1564,466,65,K190,307,937,8,86,6,101,480,1145,9734,110,Yes,24987,1417
K202,0,98,63,1584,634,59,321,1222,386,81,34,9351,65,500,113,651,671,15163,19,57,445,249,98,362,656,87,44,1494,219,1413,,18,265,5,143,1145,102,264,201,0,451,650,466,143,K202,372,437,8,65,5,73,467,1145,7977,95,Yes,17136,491
K213,0,99,318,2442,378,161,629,2268,388,89,34,9561,65,251,579,1242,671,19320,19,0,172,397,99,257,772,89,72,3314,240,1636,,73,266,5,17,1145,162,425,662,0,347,1747,466,17,K213,307,711,8,72,7,115,477,1145,8197,56,Yes,21199,1298
K214,0,103,89,1625,512,26,307,964,384,83,34,9102,65,532,156,456,671,14771,19,0,184,201,103,319,618,86,124,1539,284,1437,,17,265,5,35,1145,83,199,229,0,237,948,466,35,K214,307,493,8,33,152,81,468,1145,7897,80,Yes,16702,635
K218,0,109,236,1948,567,350,360,1370,389,88,34,10511,65,513,581,760,671,18593,19,133,312,250,109,457,638,89,82,2667,282,1988,,18,266,5,175,1145,162,363,740,0,375,829,466,174,K218,307,487,8,57,434,138,477,1145,8684,100,Yes,20672,937
K224,0,105,90,2366,654,26,308,1126,385,85,34,9254,65,521,223,578,671,16438,19,0,399,240,105,500,672,87,152,1874,237,1712,,17,265,5,263,1145,111,247,498,0,254,1169,466,263,K224,307,574,8,29,149,88,470,1145,7420,212,Yes,18552,1322
K260,0,122,261,1676,627,2190,872,3441,417,125,34,20453,65,871,1527,1968,671,37232,19,0,4,600,122,304,880,107,1089,7632,286,3908,,114,276,5,18,1145,777,1906,2222,0,45,2832,466,17,K260,307,1282,8,81,9,85,542,1145,15897,169,Yes,39222,423
K273,0,99,117,2309,449,382,410,1741,386,86,34,10658,65,58,390,943,671,19603,19,0,315,388,99,322,661,87,138,2856,297,1940,,19,266,5,26,1145,132,517,779,0,453,1381,466,25,K273,307,559,8,68,312,102,472,1145,9188,87,Yes,21542,1276
K290,0,91,104,1177,633,166,320,1320,386,85,34,9277,65,48,58,689,671,15135,19,0,275,311,91,313,636,87,38,1667,282,1604,,21,266,5,31,1145,157,348,833,0,394,788,466,31,K290,307,509,8,17,4,111,472,1145,7982,59,Yes,17064,169
K292,0,102,220,1443,500,232,322,1214,384,80,34,8622,65,512,313,575,671,14850,19,0,165,316,102,470,633,86,54,1702,225,1767,,59,264,5,245,1145,105,279,452,0,110,723,466,245,K292,307,542,8,82,300,146,464,1145,7202,90,Yes,16928,438
K302,0,108,251,1508,748,214,289,1297,386,83,34,9303,65,574,405,716,671,17257,19,0,117,292,108,337,397,87,143,3380,271,1661,,141,265,5,66,1145,113,237,505,0,583,1814,466,66,K302,307,454,8,124,129,92,469,1145,7632,62,Yes,19208,738
K306,0,114,215,1972,525,274,299,1331,387,84,34,10487,65,512,229,698,671,18879,19,124,300,334,114,332,702,87,107,3309,231,1666,,50,265,5,101,1145,131,325,868,0,628,1708,466,101,K306,307,567,8,73,157,92,470,1145,8474,97,Yes,20826,898
K311,0,107,211,1624,1107,217,317,1826,392,91,34,10699,65,70,809,1079,671,19830,19,0,4,430,107,420,535,91,339,2221,285,3353,,20,267,5,135,1145,444,1123,237,0,51,489,466,135,K311,307,1011,8,101,7,104,483,1145,9836,87,Yes,21877,717
K325,0,94,183,2246,1154,26,872,3441,383,80,34,10129,65,169,39,1968,671,20028,19,0,915,600,94,334,760,85,787,490,318,3628,,18,265,5,16,1145,54,1237,338,0,41,146,466,16,K325,307,1097,8,27,5,136,463,1145,7619,250,Yes,21970,1114
K328,0,106,188,2389,1012,975,283,1352,389,86,34,10974,65,508,308,791,671,22156,19,0,251,278,106,292,829,89,93,4742,273,2593,,18,267,5,19,1145,280,445,1083,0,1349,1641,466,19,K328,307,734,8,74,297,105,476,1145,8888,55,Yes,24068,1187
K345,0,103,158,1864,505,35,234,1097,386,85,34,9237,65,627,237,625,671,15573,19,0,283,238,103,369,682,87,93,1959,275,1313,,17,265,5,94,1145,121,297,339,0,139,1270,466,93,K345,307,426,8,49,4,81,471,1145,7705,118,Yes,17557,809
K346,0,108,76,1797,292,26,229,1111,383,81,34,9352,65,523,102,584,671,16112,19,0,378,299,108,300,677,85,53,2605,277,1140,,348,265,5,23,1145,92,294,351,0,367,1941,466,23,K346,307,484,8,40,5,65,463,1145,7569,85,Yes,18020,747
K364,0,98,168,1454,979,325,166,3347,383,77,34,8148,65,45,371,873,671,17429,19,0,156,5,98,283,515,85,32,2251,266,2132,2303,325,264,5,17,1145,212,556,462,0,46,1129,466,17,K364,307,440,8,216,39,119,459,1145,6851,57,Yes,19316,567
K409,0,86,168,826,1289,26,635,2167,383,72,34,7167,65,41,861,1153,671,14137,19,0,3,374,86,233,336,85,35,1329,205,2563,6,18,264,5,28,1145,63,567,821,0,30,181,466,27,K409,307,285,8,82,346,77,456,1145,6106,56,Yes,15970,118
K420,0,288,992,699,2652,854,450,1855,415,129,34,17426,65,967,1155,990,671,37302,19,600,3,410,288,2039,298,108,1664,10525,410,6509,6,1439,273,5,1628,1145,97,1993,758,1,1300,5527,466,1628,K420,307,1538,8,829,6,320,543,1145,11706,55,Yes,41029,29
K452,0,100,237,1209,608,252,271,1154,381,72,34,7966,65,153,286,585,671,14066,19,0,9,299,100,270,451,83,114,1573,254,2064,,17,264,5,17,1145,262,764,149,0,34,502,466,16,K452,307,614,8,67,3,76,453,1145,7373,77,Yes,15934,386
K502,0,123,233,912,434,409,222,1174,387,84,34,8349,139,519,652,722,671,15595,19,0,4,225,123,279,214,89,210,2787,264,2249,6,97,264,5,15,1145,224,603,406,0,858,411,466,15,K502,307,998,8,20,9,205,471,1145,7015,73,Yes,17489,252
K504,0,113,445,834,850,577,222,1175,384,79,34,8529,135,520,709,722,671,15929,19,0,124,225,113,268,163,87,72,2745,251,2533,6,96,264,314,17,1145,289,584,142,0,50,674,466,17,K504,307,651,8,140,321,128,464,1145,7029,92,Yes,17806,228
K507,0,99,421,799,385,403,222,1174,387,82,34,8768,127,160,338,722,671,14563,19,0,4,225,99,277,177,89,196,1862,260,1861,6,75,264,5,17,1145,185,477,604,0,54,461,466,17,K507,307,734,8,222,16,250,469,1145,7420,82,Yes,16454,188
K510,0,120,199,973,525,111,222,1174,387,83,34,8029,139,638,543,722,671,15210,19,204,4,225,120,277,284,89,70,1862,258,3052,6,92,265,5,19,1145,218,634,219,0,52,534,466,19,K510,307,958,8,21,762,173,470,1145,6884,96,Yes,17101,242
K583,0,41,489,1008,404,80,556,1962,384,79,34,9904,65,163,531,990,671,16662,19,0,4,410,41,395,467,85,231,1335,350,2412,6,99,265,5,45,1145,178,919,532,1,28,28,466,43,K583,307,772,8,127,1,316,463,1145,8606,137,Yes,18664,168
K615,0,98,310,1007,1047,146,182,1171,385,79,34,8346,65,494,667,668,671,15528,19,60,4,315,98,353,329,87,96,2411,247,2494,6,18,264,96,105,1145,83,171,431,0,204,941,466,105,K615,307,600,8,113,595,81,464,1145,7035,58,Yes,17489,305
K618,0,117,246,870,519,183,450,1855,388,83,34,9533,65,105,500,990,671,15991,19,0,78,410,117,280,266,89,119,1920,262,1696,6,12,265,5,17,1145,192,569,592,0,55,744,466,17,K618,307,495,8,193,10,103,471,1145,8333,95,Yes,17887,231
